ID,Date,Pointage,Dépointage,POINTEUSE
12,14/10/2019,06:41:00,16:38:00,MEDINA - 1-1
12,15/10/2019,06:30:00,16:36:00,MEDINA - 1-1
12,16/10/2019,06:34:00,16:39:00,MEDINA - 1-1
12,18/10/2019,06:32:00,13:36:00,MEDINA - 1-1
12,21/10/2019,06:29:00,16:41:00,MEDINA - 1-1
12,22/10/2019,06:35:00,16:38:00,MEDINA - 1-1
12,23/10/2019,06:30:00,16:37:00,MEDINA - 1-1
12,24/10/2019,06:31:00,,MEDINA - 1-1
12,25/10/2019,06:42:00,,MEDINA - 1-1
12,28/10/2019,06:55:00,16:42:00,MEDINA - 1-1
12,29/10/2019,06:34:00,16:40:00,MEDINA - 1-1
12,30/10/2019,06:33:00,16:40:00,MEDINA - 1-1
12,31/10/2019,06:37:00,16:40:00,MEDINA - 1-1
13,01/10/2019,07:01:00,16:52:00,SIEGE SS1 A-1
13,02/10/2019,07:02:00,16:42:00,SIEGE SS1 A-1
13,03/10/2019,07:14:00,16:38:00,SIEGE SS1 A-1
13,04/10/2019,07:05:00,14:14:00,SIEGE SS1 A-1
13,07/10/2019,07:04:00,16:43:00,SIEGE SS1 A-1
13,08/10/2019,07:02:00,16:53:00,SIEGE SS1 A-1
13,09/10/2019,07:15:00,16:39:00,SIEGE SS1 A-1
13,10/10/2019,07:02:00,16:48:00,SIEGE SS1 A-1
13,11/10/2019,07:04:00,14:06:00,SIEGE SS1 A-1
13,14/10/2019,07:02:00,16:49:00,SIEGE SS1 A-1
13,15/10/2019,07:17:00,16:40:00,SIEGE SS1 A-1
13,16/10/2019,07:03:00,16:41:00,SIEGE SS1 A-1
13,18/10/2019,07:04:00,14:08:00,SIEGE SS1 A-1
13,21/10/2019,07:07:00,16:44:00,SIEGE SS1 A-1
13,22/10/2019,07:02:00,16:44:00,SIEGE SS1 A-1
13,23/10/2019,07:04:00,16:44:00,SIEGE SS1 A-1
13,24/10/2019,07:00:00,16:41:00,SIEGE SS1 A-1
13,25/10/2019,06:59:00,14:23:00,SIEGE SS1 A-1
13,28/10/2019,07:03:00,16:43:00,SIEGE SS1 A-1
13,29/10/2019,07:00:00,19:02:00,SIEGE SS1 A-1
13,30/10/2019,07:03:00,16:47:00,SIEGE SS1 A-1
13,31/10/2019,07:04:00,17:05:00,SIEGE SS1 A-1
14,01/10/2019,07:44:00,19:16:00,KAOLACK AC-1
14,02/10/2019,07:35:00,16:55:00,KAOLACK AC-1
14,02/10/2019,17:06:00,16:55:00,KAOLACK AC-1
14,03/10/2019,07:41:00,16:45:00,KAOLACK AC-1
14,04/10/2019,07:38:00,13:42:00,KAOLACK AC-1
14,07/10/2019,07:46:00,16:55:00,KAOLACK AC-1
14,08/10/2019,07:42:00,17:40:00,KAOLACK AC-1
14,09/10/2019,07:35:00,16:52:00,KAOLACK AC-1
14,14/10/2019,07:51:00,16:47:00,KAOLACK AC-1
14,15/10/2019,07:36:00,16:47:00,KAOLACK AC-1
14,21/10/2019,07:44:00,16:49:00,KAOLACK AC-1
14,22/10/2019,07:57:00,16:52:00,KAOLACK AC-1
14,23/10/2019,07:43:00,19:08:00,KAOLACK AC-1
14,24/10/2019,07:40:00,,KAOLACK AC-1
14,25/10/2019,07:40:00,,KAOLACK AC-1
14,28/10/2019,07:45:00,16:58:00,KAOLACK AC-1
14,29/10/2019,07:07:00,16:55:00,KAOLACK AC-1
14,30/10/2019,07:53:00,17:26:00,KAOLACK AC-1
14,31/10/2019,07:52:00,18:45:00,KAOLACK AC-1
15,08/10/2019,07:45:00,,SIEGE SS1 A-1
15,11/10/2019,07:28:00,14:41:00,SIEGE SS1 A-1
15,14/10/2019,07:27:00,19:26:00,SIEGE SS1 A-1
15,16/10/2019,07:19:00,,SIEGE SS1 A-1
15,18/10/2019,07:36:00,,SIEGE SS1 A-1
15,21/10/2019,07:31:00,,SIEGE SS1 A-1
15,23/10/2019,07:14:00,,SIEGE SS1 A-1
15,24/10/2019,07:13:00,,SIEGE SS1 A-1
15,28/10/2019,07:20:00,,SIEGE SS1 A-1
16,01/10/2019,07:39:00,17:18:00,SIEGE SS2 A-1
16,02/10/2019,07:30:00,18:49:00,SIEGE SS2 A-1
16,03/10/2019,07:38:00,17:49:00,SIEGE SS2 A-1
16,04/10/2019,07:33:00,14:17:00,SIEGE SS2 A-1
16,08/10/2019,07:40:00,17:10:00,SIEGE RDC A-1
16,09/10/2019,07:04:00,,SIEGE RDC A-1
16,10/10/2019,06:58:00,,SIEGE RDC INFIRMERIE-1
16,11/10/2019,06:57:00,14:04:00,SIEGE SS2 A-1
16,14/10/2019,07:09:00,17:23:00,SIEGE RDC A-1
16,15/10/2019,07:12:00,17:21:00,SIEGE SS2 A-1
16,16/10/2019,07:13:00,17:59:00,SIEGE SS2 A-1
16,18/10/2019,06:51:00,14:11:00,SIEGE SS2 A-1
16,21/10/2019,07:09:00,18:54:00,SIEGE SS2 A-1
16,22/10/2019,07:13:00,17:37:00,SIEGE SS2 A-1
16,23/10/2019,07:26:00,18:24:00,SIEGE SS2 A-1
16,24/10/2019,07:23:00,17:25:00,SIEGE SS2 A-1
16,25/10/2019,07:14:00,,SIEGE SS2 A-1
16,28/10/2019,07:22:00,18:46:00,SIEGE SS2 A-1
16,29/10/2019,07:23:00,17:20:00,SIEGE SS2 A-1
16,30/10/2019,07:23:00,19:05:00,SIEGE SS2 A-1
16,31/10/2019,07:21:00,17:18:00,SIEGE SS2 A-1
17,01/10/2019,07:12:00,16:52:00,SIEGE SS1 A-1
17,02/10/2019,07:22:00,17:26:00,SIEGE SS1 A-1
17,03/10/2019,07:11:00,17:20:00,SIEGE SS1 A-1
17,04/10/2019,07:21:00,14:12:00,SIEGE SS1 A-1
17,07/10/2019,07:14:00,16:58:00,SIEGE SS1 A-1
17,08/10/2019,07:12:00,17:10:00,SIEGE SS1 A-1
17,09/10/2019,07:14:00,16:46:00,SIEGE SS1 A-1
17,10/10/2019,07:31:00,16:55:00,SIEGE SS1 A-1
17,11/10/2019,07:05:00,12:39:00,SIEGE SS1 A-1
17,14/10/2019,07:16:00,17:50:00,SIEGE SS1 A-1
17,15/10/2019,07:08:00,17:21:00,SIEGE SS1 A-1
17,16/10/2019,07:17:00,16:49:00,SIEGE SS1 A-1
17,18/10/2019,07:12:00,13:42:00,SIEGE SS1 A-1
17,21/10/2019,07:17:00,17:00:00,SIEGE SS1 A-1
17,22/10/2019,07:11:00,16:58:00,SIEGE SS1 A-1
17,23/10/2019,07:11:00,17:16:00,SIEGE SS1 A-1
17,24/10/2019,07:18:00,17:01:00,SIEGE SS1 A-1
17,25/10/2019,07:09:00,13:43:00,SIEGE SS1 A-1
17,28/10/2019,07:13:00,17:16:00,SIEGE SS1 A-1
17,29/10/2019,07:11:00,18:57:00,SIEGE SS1 A-1
17,30/10/2019,07:14:00,17:36:00,SIEGE SS1 A-1
18,01/10/2019,07:30:00,,SIEGE SS1 B-1
18,02/10/2019,07:38:00,,SIEGE SS1 B-1
18,03/10/2019,07:38:00,,SIEGE SS1 B-1
18,04/10/2019,07:28:00,,SIEGE SS1 B-1
18,14/10/2019,19:11:00,,SIEGE 7E B-1
18,15/10/2019,07:36:00,,SIEGE SS1 B-1
18,16/10/2019,07:24:00,,SIEGE SS1 B-1
18,18/10/2019,07:30:00,,SIEGE SS1 B-1
18,21/10/2019,07:25:00,,SIEGE SS1 B-1
18,22/10/2019,07:33:00,,SIEGE SS1 B-1
18,23/10/2019,07:25:00,,SIEGE SS1 B-1
18,24/10/2019,07:36:00,,SIEGE SS1 B-1
18,25/10/2019,07:15:00,,SIEGE SS1 B-1
18,28/10/2019,07:23:00,,SIEGE SS1 B-1
18,29/10/2019,07:32:00,,SIEGE SS1 B-1
18,30/10/2019,07:30:00,20:38:00,SIEGE 7E B-1
18,31/10/2019,07:33:00,,SIEGE SS1 B-1
19,07/10/2019,07:45:00,16:49:00,REPUBLIQUE-1
19,08/10/2019,07:28:00,16:43:00,REPUBLIQUE-1
19,09/10/2019,07:59:00,16:42:00,REPUBLIQUE-1
19,10/10/2019,07:54:00,16:46:00,REPUBLIQUE-1
19,11/10/2019,07:48:00,13:40:00,REPUBLIQUE-1
19,14/10/2019,07:21:00,16:45:00,REPUBLIQUE-1
19,15/10/2019,07:42:00,16:44:00,REPUBLIQUE-1
19,16/10/2019,07:43:00,16:42:00,REPUBLIQUE-1
19,21/10/2019,07:17:00,16:46:00,REPUBLIQUE-1
19,22/10/2019,07:22:00,16:53:00,REPUBLIQUE-1
19,23/10/2019,07:21:00,16:49:00,REPUBLIQUE-1
19,25/10/2019,07:07:00,,REPUBLIQUE-1
19,28/10/2019,07:21:00,17:13:00,REPUBLIQUE-1
19,29/10/2019,07:22:00,17:27:00,REPUBLIQUE-1
19,30/10/2019,07:32:00,17:05:00,REPUBLIQUE-1
19,31/10/2019,07:16:00,,REPUBLIQUE-1
20,01/10/2019,07:39:00,,SIEGE RDC B-1
20,02/10/2019,07:26:00,,SIEGE RDC B-1
20,03/10/2019,07:37:00,,SIEGE RDC B-1
20,04/10/2019,13:31:00,,SIEGE 3E B-1
20,07/10/2019,07:38:00,,SIEGE RDC B-1
20,10/10/2019,07:55:00,,SIEGE RDC B-1
20,11/10/2019,07:25:00,,SIEGE RDC B-1
20,14/10/2019,16:50:00,,SIEGE 3E B-1
20,15/10/2019,07:37:00,,SIEGE RDC B-1
20,16/10/2019,07:33:00,,SIEGE SS2 B-1
20,21/10/2019,07:31:00,,SIEGE RDC B-1
20,22/10/2019,07:26:00,,SIEGE RDC B-1
20,23/10/2019,07:29:00,,SIEGE RDC B-1
20,24/10/2019,07:31:00,,SIEGE RDC B-1
20,25/10/2019,07:34:00,13:35:00,SIEGE 3E B-1
20,28/10/2019,07:32:00,18:26:00,SIEGE RDC B-1
20,29/10/2019,07:35:00,,SIEGE RDC B-1
20,30/10/2019,07:30:00,,SIEGE RDC B-1
20,31/10/2019,07:32:00,,SIEGE RDC B-1
21,01/10/2019,07:16:00,,SIEGE SS1 A-1
21,02/10/2019,07:02:00,,SIEGE SS1 A-1
21,02/10/2019,17:08:00,,SIEGE SS1 B-1
21,03/10/2019,07:09:00,17:01:00,SIEGE SS1 A-1
21,04/10/2019,07:09:00,13:39:00,SIEGE SS1 A-1
21,07/10/2019,07:04:00,16:50:00,SIEGE SS1 A-1
21,08/10/2019,07:01:00,16:55:00,SIEGE SS1 A-1
21,09/10/2019,06:52:00,16:58:00,SIEGE SS1 A-1
21,10/10/2019,07:11:00,,SIEGE SS1 A-1
21,11/10/2019,07:17:00,,SIEGE SS1 A-1
21,14/10/2019,07:16:00,,SIEGE SS1 A-1
21,16/10/2019,07:21:00,,SIEGE SS1 B-1
21,18/10/2019,07:05:00,14:00:00,SIEGE SS1 A-1
21,21/10/2019,07:07:00,,SIEGE SS1 A-1
21,22/10/2019,07:06:00,,SIEGE SS1 A-1
21,23/10/2019,07:02:00,17:15:00,SIEGE SS1 A-1
21,24/10/2019,07:12:00,17:34:00,SIEGE SS1 A-1
21,25/10/2019,07:05:00,,SIEGE SS1 A-1
21,28/10/2019,07:13:00,,SIEGE SS1 A-1
22,01/10/2019,07:33:00,18:13:00,SIEGE SS1 A-1
22,02/10/2019,07:30:00,17:40:00,SIEGE SS1 A-1
22,03/10/2019,07:19:00,17:03:00,SIEGE SS1 A-1
22,04/10/2019,07:18:00,17:17:00,SIEGE SS1 A-1
22,07/10/2019,07:37:00,17:09:00,SIEGE SS1 A-1
22,08/10/2019,07:28:00,18:16:00,SIEGE SS1 A-1
22,09/10/2019,07:34:00,17:46:00,SIEGE SS1 A-1
22,10/10/2019,07:25:00,17:13:00,SIEGE SS1 A-1
22,11/10/2019,07:15:00,14:09:00,SIEGE SS1 A-1
22,14/10/2019,07:22:00,17:51:00,SIEGE SS1 A-1
22,15/10/2019,07:22:00,18:10:00,SIEGE SS1 A-1
22,16/10/2019,07:29:00,17:05:00,SIEGE SS1 A-1
22,18/10/2019,07:32:00,16:57:00,SIEGE SS1 A-1
22,21/10/2019,07:28:00,18:18:00,SIEGE SS1 A-1
22,22/10/2019,18:49:00,,SIEGE SS1 A-1
22,22/10/2019,07:17:00,,SIEGE SS1 A-1
22,23/10/2019,17:26:00,17:23:00,SIEGE SS1 A-1
22,23/10/2019,07:21:00,17:23:00,SIEGE SS1 A-1
22,24/10/2019,07:28:00,18:48:00,SIEGE SS1 A-1
22,25/10/2019,07:28:00,14:48:00,SIEGE SS1 A-1
22,28/10/2019,07:29:00,17:35:00,SIEGE SS1 A-1
22,29/10/2019,07:26:00,19:19:00,SIEGE SS1 A-1
22,30/10/2019,07:28:00,16:59:00,SIEGE SS1 A-1
